fips,county,Lat,Long
31083,Harlan,40.1036,-99.3655
55067,Langlade,45.1415,-89.1556
55119,Taylor,45.0772,-90.3143
56031,Platte,42.0089,-104.9711
6091,Sierra,39.574,-120.6297
20033,Comanche,37.2004,-99.4808
20083,Hodgeman,38.1229,-99.7126
20101,Lane,38.4811,-100.4664
20195,Trego,39.0373,-100.1186
38039,Griggs,47.5402,-98.2291
6035,Lassen,40.1419,-120.1399
27057,Hubbard,46.917,-95.0596
29079,Grundy,40.0819,-93.603
48197,Hardeman,34.2954,-99.7429
48475,Ward,31.4616,-103.3955
31029,Chase,40.455,-101.5355
46071,Jackson,43.7269,-101.9837
16009,Benewah,47.3301,-116.8849
48377,Presidio,29.5603,-104.3653
6049,Modoc,41.1964,-120.9494
48229,Hudspeth,31.9349,-105.1998
19053,Decatur,40.8784,-93.5924
29137,Monroe,39.4773,-92.0039
29203,Shannon,36.9817,-91.5749
41037,Lake,43.1264,-121.0495
48383,Reagan,31.1941,-101.4534
56045,Weston,43.9847,-104.4268
2185,North Slope,68.15,-151.7162
21129,Lee,37.5862,-83.7065
27149,Stevens,45.6895,-96.0143
31071,Garfield,41.78,-99.1341
32027,Pershing,40.4556,-118.2676
16041,Franklin,42.0124,-111.8036
17045,Edgar,39.6148,-87.6905
29215,Texas|Shannon,37.1785,-91.6576
31169,Thayer,40.2475,-97.3877
40063,Hughes,35.0941,-96.1238
46045,Edmunds,45.4501,-99.337
46077,Kingsbury,44.3862,-97.5498
2060,Bristol Bay,58.753,-156.5061
48271,Kinney,29.1733,-100.4112
2070,Dillingham,58.9049,-157.6691
29067,Douglas,36.9546,-92.6661
29129,Mercer,40.3966,-93.5884
46053,Gregory,43.0281,-98.8891
31015,Boyd,42.8313,-98.4668
31069,Garden,41.4081,-102.3453
21065,Estill,37.6969,-83.9684
26071,Iron,46.0557,-88.605
30087,Rosebud,45.5977,-106.2975
38021,Dickey,46.0043,-98.5254
46041,Dewey,45.2746,-100.9012
48235,Irion,31.2619,-100.8208
